tvdbId,seriesId,seasonNumber,episodeNumber,absoluteNumber,name,writers,directors,aired,runtime,year,finaleType,overview,image,productionCode,lastUpdated,contentRatings,remoteIds
6000745,194031,7,16,123,Eggs for Days,Wendy Molyneux|Lizzie Molyneux,Brian LoSchiavo,2017-04-02,22,2017,,"The annual Easter egg hunt always brings out the competitive sides of Bob and Linda, but this time, the game goes awry. After the Belcher parents have a little too much fun hiding the eggs, the entire family is enlisted in finding the lone egg that is quickly rotting in its hiding place.",https://artworks.thetvdb.com/banners/episodes/194031/6000745.jpg,6ASA21,2023-05-18 18:44:50,TV-14,IMDB:tt6631398
6025779,194031,7,17,124,Zero Larp Thirty,Rich Rinaldi,Tyree Dillihay,2017-04-23,22,2017,,"When Linda wins a contest to spend a dream weekend at the home where her favorite television show is filmed, things don't go quite as planned. Also, Teddy's back problems leave him stuck on the floor while he babysits the kids.",https://artworks.thetvdb.com/banners/episodes/194031/6025779.jpg,7ASA01,2023-05-18 18:45:18,TV-14,IMDB:tt6715452
6025780,194031,7,18,125,The Laser-inth,Scott Jacobson,Mauricio Pardo,2017-04-23,22,2017,,Gene accompanies Bob on the last-ever rock-and-roll laser show at the planetarium and Linda and the girls go out for dinner at a wacky restaurant.,https://artworks.thetvdb.com/banners/episodes/194031/6025780.jpg,7ASA02,2023-05-18 18:45:39,TV-14,IMDB:tt6733190
6035498,194031,7,19,126,Thelma & Louise Except Thelma is Linda,Jon Schroeder,Brian LoSchiavo,2017-04-30,22,2017,,"After Louise gets in trouble at school, Linda is forced to meet with Mr. Frond and potentially could lose her hard-earned position as the Wagstaff bake sale leader. When she finds out that her daughter was actually trying to help another student, Linda is torn between following school policy or her own moral code.",https://artworks.thetvdb.com/banners/episodes/194031/6035498.jpg,7ASA03,2023-05-18 18:46:08,TV-14,IMDB:tt6733194
6039238,194031,7,20,127,"Mom, Lies, and Videotapes",Dan Fybel,Chris Song,2017-05-07,21,2017,,"Linda comes down with a nasty cold just in time for the Mother’s Day show at Wagstaff. When Bob's outdated camcorder malfunctions, the kids perform a reimagined version of the pageant for Linda back at home. Will the kids' creative liberties be enough to make Linda feel the Mother's Day love?",https://artworks.thetvdb.com/banners/episodes/194031/6039238.jpg,7ASA04,2023-05-18 18:46:41,TV-14,IMDB:tt6733202
6043145,194031,7,21,128,Paraders of the Lost Float,Steven Davis,Bernard Derriman,2017-05-21,21,2017,,"When the forecast calls for rain on the day of the Bog to Beach parade, Teddy convinces Bob to enter the float contest with the promise of an easy win. As the parade goes awry, Bob realizes he might need an attitude adjustment.",https://artworks.thetvdb.com/banners/episodes/194031/6043145.jpg,7ASA05,2023-05-18 18:47:09,TV-14,IMDB:tt6733206
6094678,194031,7,22,129,Into the Mild,Kelvin Yu,Tyree Dillihay,2017-06-11,22,2017,season,"When Bob finds out that the nearby wilderness equipment store is having a going out of business sale, he decides to finally realize his dream of becoming an outdoorsman. In true Bob fashion, he encounters a snafu that leaves him stuck in the store overnight to fend for himself. Meanwhile, Linda and the kids spend the night watching the rehearsal for Aunt Gayle's one-woman show.",https://artworks.thetvdb.com/banners/episodes/194031/6094678.jpg,7ASA06,2023-05-18 18:47:44,TV-14,IMDB:tt6733212
6148886,194031,8,1,130,Brunchsquatch,Lizzie Molyneux|Wendy Molyneux,Mauricio Pardo|Ian Hamilton,2017-10-01,22,2017,,"To compete with Jimmy Pesto, Bob's Burgers begins serving brunch, but it quickly turns to chaos. Meanwhile, Tina, Gene and Louise decide to help Mr. Fischoeder's brother hide from him.",https://artworks.thetvdb.com/banners/episodes/194031/6148886.jpg,7ASA14,2023-05-18 18:50:02,TV-14,IMDB:tt6993092
6324458,194031,8,2,131,The Silence of the Louise,Greg Thompson,Chris Song,2017-10-15,22,2017,,"When Mr. Frond's therapy dolls are mysteriously attacked, Louise teams up with Millie to help solve the case. Meanwhile, Teddy decides to get into the inspirational poster business, but ends up with mixed results",https://artworks.thetvdb.com/banners/episodes/194031/6324458.jpg,7ASA09,2023-05-18 18:50:55,TV-14,IMDB:tt7437468
6336108,194031,8,3,132,The Wolf of Wharf Street,Lizzie Molyneux|Wendy Molyneux,Mauricio Pardo,2017-10-22,22,2017,,"On Halloween night, Linda tries to impress the kids by taking them to look for a wolf that has been terrorizing the town. Meanwhile, an injured and medicated Bob believes that Teddy has turned into a werewolf.",https://artworks.thetvdb.com/banners/episodes/194031/6336108.jpg,7ASA07,2023-05-18 18:51:18,TV-14,IMDB:tt7437454
6357971,194031,8,4,133,Sit Me Baby One More Time,Nora Smith,Brian LoSchiavo,2017-11-05,22,2017,,"When Tina launches a babysitting enterprise, it is quickly derailed after her business nemesis, Tammy, is hired to work alongside her. Meanwhile, Bob and Linda check out their competition at a restaurant that’s known for its burgers.",https://artworks.thetvdb.com/banners/episodes/194031/6357971.jpg,7ASA08,2023-05-18 18:51:40,TV-14,IMDB:tt7542490
6372023,194031,8,5,134,Thanks-hoarding,Jon Schroeder,Tyree Dillihay,2017-11-19,21,2017,,"When Teddy’s family unexpectedly announces that they’re coming for Thanksgiving, the Belchers reluctantly agree to pitch in. The preparation proves to be much more challenging than they had anticipated, especially upon discovering that Teddy is a secret hoarder.",https://artworks.thetvdb.com/banners/episodes/194031/6372023.jpg,7ASA15,2023-05-18 18:56:50,TV-14,IMDB:tt7585872
6391430,194031,8,6,135,The Bleakening (1),Steven Davis,Brian LoSchiavo,2017-12-10,22,2017,,"Linda is determined to host a party at the restaurant, in an effort to spread a little extra cheer around the neighborhood. But when she realizes that her prized ornaments have been stolen, she quickly begins questioning all guests, including Marshmallow's friend - Art the Artist. However, the kids have their own theory, attributing the robbery to the anti-Santa - The Bleaken.",https://artworks.thetvdb.com/banners/episodes/194031/6391430.jpg,7ASA16,2023-05-18 18:57:17,TV-14,IMDB:tt7635808
6452701,194031,8,7,136,The Bleakening (2),Kelvin Yu,Chris Song,2017-12-10,22,2017,,,https://artworks.thetvdb.com/banners/episodes/194031/6452701.jpg,7ASA17,2023-10-16 20:46:23,TV-14,IMDB:tt7635808
6432337,194031,8,8,137,V for Valentine-detta,Lizzie Molyneux|Wendy Molyneux,Ian Hamilton,2018-01-14,21,2018,,"After a rough break up on Valentine's Day, the Belcher women have a limo girls' night out to make Tina feel better. Meanwhile, Bob and Gene have a trapeze experience that brings them closer.",https://artworks.thetvdb.com/banners/episodes/194031/6432337.jpg,7ASA22,2023-05-18 18:58:34,TV-14,IMDB:tt7733366
6500448,194031,8,9,138,Y Tu Ga-Ga Tambien,Scott Jacobson,Brian LoSchiavo,2018-03-11,22,2018,,"When a new playground game is introduced, the school's social hierarchy is turned upside-down and Gene disapproves. Meanwhile, Linda fills in for the local library storyteller and pulls out all the stops to perfect her storyteller persona.",https://artworks.thetvdb.com/banners/episodes/194031/6500448.jpg,7ASA12,2023-05-18 18:59:01,TV-14,IMDB:tt7852806
6567623,194031,8,10,139,The Secret Ceramics Room of Secrets,Dan Fybel,Tyree Dillihay,2018-03-18,22,2018,,"When the kids are given the task of making homemade gifts for their grandma's birthday, they set out to find a secret room filled with homemade ceramics which, according to urban legend, has been boarded up for years at their school. Meanwhile, Teddy starts a phone repair service and the adults become determined to improve his online rating.",https://artworks.thetvdb.com/banners/episodes/194031/6567623.jpg,7ASA19,2023-05-18 18:59:32,TV-14,IMDB:tt8045718
6579719,194031,8,11,140,Sleeping with the Frenemy,Greg Thompson,Brian LoSchiavo,2018-03-25,22,2018,,"Tina allows Tammy to spend Spring Break with the Belchers - and even plays Cupid, setting up Tammy with Brett, a boy from out of town. Then, Gene and Bob enlist the help of Dr. Yap in finding a replacement baby tooth to complete Linda's collection, after Gene loses his own.",https://artworks.thetvdb.com/banners/episodes/194031/6579719.jpg,7ASA20,2023-05-18 19:00:40,TV-14,IMDB:tt8075308
6590256,194031,8,12,141,The Hurt Soccer,Rachel Hastings,Damon Wong,2018-04-01,22,2018,,"After forgetting that they signed up Louise for a soccer league, the Belchers must help her prepare to play in the season's last game. With Bob coaching the soccer game, Linda and Gene seize the opportunity to turn the restaurant into a piano bar.",https://artworks.thetvdb.com/banners/episodes/194031/6590256.jpg,7ASA23,2023-10-16 20:45:13,TV-14,IMDB:tt8110994
6601700,194031,8,13,142,"Cheer Up, Sleepy Gene",H. Jon Benjamin|Holly Schlesinger,Tyree Dillihay,2018-04-08,21,2018,,"Gene gets invited to his first sleepover and is nervous about it, and when things don't go as planned, he realizes he had a right to be. Meanwhile, Bob and Linda record themselves while sleeping to prove who snores more.",https://artworks.thetvdb.com/banners/episodes/194031/6601700.jpg,7ASA10,2023-05-18 19:01:31,TV-14,IMDB:tt8174214
6611574,194031,8,14,143,The Trouble with Doubles,Holly Schlesinger,Ian Hamilton,2018-04-15,21,2018,,"Bob and Linda’s double-date plans take a disastrous turn when the couples find themselves trapped inside an Escape Room. Meanwhile, with the parents out of the house, Louise hosts a zombie-movie night, but when the zombies turn out to be too scary, Tina must take charge.",https://artworks.thetvdb.com/banners/episodes/194031/6611574.jpg,7ASA18,2023-05-18 19:02:04,TV-14,IMDB:tt8254030
6614880,194031,8,15,144,Go Tina on the Mountain,Rich Rinaldi,Tyree Dillihay,2018-04-22,22,2018,,"The Belcher kids go to Outdoor Education only to have it rain, but Tina doesn’t let the inclement weather get in the way of her having a nature-piphany, with the help of a hermit living in the woods. Meanwhile, Bob and Linda experience what it’s like to be empty-nesters.",https://artworks.thetvdb.com/banners/episodes/194031/6614880.jpg,8ASA01,2023-05-18 19:02:29,TV-14,IMDB:tt8254032
6625842,194031,8,16,145,"Are You There Bob? It's Me, Birthday",Kelvin Yu,Tyree Dillihay,2018-04-29,22,2018,,"After forgetting Bob's birthday, Linda and the kids attempt to plan a last-minute surprise party. In order to plan the party though, Linda asks Hugo if Bob can go with him while he's doing restaurant health inspections.",https://artworks.thetvdb.com/banners/episodes/194031/6625842.jpg,8ASA04,2023-10-24 13:13:59,TV-14,IMDB:tt8012166
6634589,194031,8,17,146,Boywatch,Rich Rinaldi,Mauricio Pardo,2018-05-06,22,2018,,"Tina decides to join the Junior Lifeguards, but when she struggles with the training, one of her fellow junior guards, Parker, tries to convince her to quit. Meanwhile, business booms when Bob and Linda offer free wi-fi at the restaurant, but it is soon threatened by a cyber-attack.",https://artworks.thetvdb.com/banners/episodes/194031/6634589.jpg,7ASA11,2023-10-24 13:13:47,TV-14,IMDB:tt8259880
6661973,194031,8,18,147,As I Walk Through the Alley of the Shadow of Ramps,Scott Jacobson,Chris Song,2018-05-13,22,2018,,"When a malicious juice truck owner tries to set up shop in the Belcher's alley, Louise devises a plan to win back their turf. Meanwhile, Linda learns that she can't always run to her sister's defense.",https://artworks.thetvdb.com/banners/episodes/194031/6661973.jpg,8ASA02,2022-07-19 12:00:25,TV-14,IMDB:tt8259884
6661974,194031,8,19,148,"Mo Mommy, Mo Problems",Steven Davis,Ian Hamilton,2018-05-13,22,2018,,"The Belchers attend open houses for the free food, per Linda's ""momnipotent"" Mother's Day request. When Linda meets a charming real estate agent and agrees to a private showing, the kids stumble upon an unexpected surprise and the family ends up at the helm of a real estate scheme.",https://artworks.thetvdb.com/banners/episodes/194031/6661974.jpg,8ASA03,2022-07-19 12:00:27,TV-14,IMDB:tt8259896
6662886,194031,8,20,149,Mission Impos-slug-ble,Nora Smith,Chris Song,2018-05-20,22,2018,,"When Louise's extensive Burobu card collection gets confiscated at school, she devises a tricky plan to get them back. Meanwhile, Bob must give a eulogy for an old acquaintance, despite an unfortunate incident that happened years ago.",https://artworks.thetvdb.com/banners/episodes/194031/6662886.jpg,7ASA21,2022-07-19 12:00:27,TV-14,IMDB:tt8259898
6665351,194031,8,21,150,"Something Old, Something New, Something Bob Caters for You",Jon Schroeder,Chris Song,2018-05-20,22,2018,season,"Just as Bob wonders if working in the restaurant business is worth it, a couple who fell in love at the restaurant asks the Belchers to cater their wedding. When things don't go as planned, Linda tries to save the day.",https://artworks.thetvdb.com/banners/episodes/194031/6665351.jpg,8ASA05,2022-07-19 12:00:25,TV-14,IMDB:tt8259902
6743009,194031,9,1,151,Just One of the Boyz 4 Now for Now,Lizzie Molyneux|Wendy Molyneux,Ian Hamilton,2018-09-30,22,2018,,"Convinced she’s met the love of her life, Tina decides to disguise herself as a boy and sneak into the Boyz 4 Now auditions to find him. Back at the Restaurant, Teddy asks the rest of the Belcher gang to nurse his baby rat back to health.",https://artworks.thetvdb.com/banners/episodes/194031/6743009.jpg,8ASA06,2022-07-19 12:00:28,TV-14,IMDB:tt8407530
6825861,194031,9,2,152,The Taking of Funtime One Two Three,Justin Hook,Chris Song,2018-10-07,22,2018,,"Desperate for the grand prize dune buggy at their local arcade, Louise, Tina and Gene devise a master plan, with the help of Mr. Fischoeder. Meanwhile, Teddy manages to convince Bob and Linda to take in a chicken by promising fresh eggs.",https://artworks.thetvdb.com/banners/episodes/194031/6825861.jpg,7ASA13,2022-07-19 12:00:25,TV-14,IMDB:tt8651752
6833532,194031,9,3,153,Tweentrepreneurs,Greg Thompson,Ryan Mattos,2018-10-14,21,2018,,"Tina, Louise and Gene get a taste of business when they join the school's Tweentrepeneurs club. Back at the restaurant, Bob and Linda find themselves outsmarted by a dine-and-dasher.",https://artworks.thetvdb.com/banners/episodes/194031/6833532.jpg,8ASA09,2022-07-19 12:00:28,TV-14,IMDB:tt8651754
6841620,194031,9,4,154,Nightmare on Ocean Avenue Street,Dan Fybel,Tyree Dillihay,2018-10-21,22,2018,,"The kids set out for their regular Halloween shenanigans, but when everyone's candy bags start mysteriously disappearing, it's up to Tina, Louise and Gene to find the culprit. Meanwhile, Teddy decorates the restaurant to compete with another handyman on the street, but gets a little carried away.",https://artworks.thetvdb.com/banners/episodes/194031/6841620.jpg,8ASA07,2022-07-19 12:00:25,TV-14,IMDB:tt8651756
6859018,194031,9,5,155,Live and Let Fly,Rich Rinaldi,Chris Song,2018-11-04,22,2018,,"The kids learn the dangers of revenge when their plan to get back at the school guidance counselor gets them entangled in a deep rooted sibling rivalry between two pilots. Meanwhile, Linda and Bob put their game faces on when Teddy invites them to a paper airplane contest.",https://artworks.thetvdb.com/banners/episodes/194031/6859018.jpg,8ASA11,2023-10-16 20:18:06,TV-14,IMDB:tt8651758
6868400,194031,9,6,156,Bobby Driver,Scott Jacobson,Ryan Mattos,2018-11-11,22,2018,,"Bob agrees to drive professional quilter Edith around town, after she convinces him to join in a plot for revenge. Meanwhile, the kids attend a lavish ""Gatsby""-themed birthday party, and Linda helps Teddy expand his taste palate.",https://artworks.thetvdb.com/banners/episodes/194031/6868400.jpg,8ASA12,2022-07-19 12:00:27,TV-14,IMDB:tt8651762
6877265,194031,9,7,157,I Bob Your Pardon,Nora Smith,Chris Song,2018-11-18,22,2018,,"The Belchers set out to save a turkey from a trip to the slaughterhouse, but when a local reporter catches wind of their schemes, the mission becomes more complicated than they had anticipated.",https://artworks.thetvdb.com/banners/episodes/194031/6877265.jpg,8ASA08,2022-07-19 12:00:27,TV-14,IMDB:tt8651764
6887319,194031,9,8,158,Roller? I Hardly Know Her!,Lizzie Molyneux|Wendy Molyneux,Kevin Wotton,2018-11-25,22,2018,,"Gene is livid when his best friend, Alex, ditches him to be Courtney's roller-dancing partner. Meanwhile, Teddy, Linda and Bob let their imaginations get the best of them when they discover someone stalking the restaurant.",https://artworks.thetvdb.com/banners/episodes/194031/6887319.jpg,8ASA13,2022-07-19 12:00:28,TV-14,IMDB:tt8651766
6896825,194031,9,9,159,UFO No You Didn't,Steven Davis,Tyree Dillihay,2018-12-02,22,2018,,"Tina and her new science partner create a device that allows them to communicate with aliens, but their excitement turns to fear when they receive a dangerous warning message. Meanwhile, Bob attempts to sell mini coat racks he bought.",https://artworks.thetvdb.com/banners/episodes/194031/6896825.jpg,8ASA14,2022-07-19 12:00:28,TV-14,IMDB:tt8651768
6904607,194031,9,10,160,Better Off Sled,Holly Schlesinger,Ian Hamilton,2018-12-09,21,2018,,"The battle is on when some angsty teenagers take over Louise, Gene and Tina's usual sledding territory, inciting an epic turf war. Meanwhile, Bob steps in to help Linda, who's in a time crunch to get three scarves knitted before Christmas.",https://artworks.thetvdb.com/banners/episodes/194031/6904607.jpg,8ASA10,2022-07-19 12:00:28,TV-14,IMDB:tt8651770
6938509,194031,9,11,161,"Lorenzo's Oil? No, Linda's",Jon Schroeder,Chris Song,2019-01-06,21,2019,,"Linda's new friend introduces her to essential oils and Aunt Gayle is convinced she must be rescued. Meanwhile, Bob and Teddy are bamboozled into performing a series of annoying favors for Mr. Huggins.",https://artworks.thetvdb.com/banners/episodes/194031/6938509.jpg,8ASA16,2022-07-19 12:00:27,TV-14,IMDB:tt9413680
6938510,194031,9,12,162,The Helen Hunt,Dan Fybel,Ryan Mattos,2019-01-13,22,2019,,"The Belchers make it their mission to help Teddy get his dream girl, but Tina is convinced she's found a better match for him.",https://artworks.thetvdb.com/banners/episodes/194031/6938510.jpg,8ASA17,2022-07-19 12:00:28,TV-14,IMDB:tt9402196
6995523,194031,9,13,163,"Bed, Bob & Beyond",Kelvin Yu,Ian Hamilton,2019-02-10,22,2019,,"A Valentine's Day fight between Bob and Linda has the kids feeling confused. After a failed attempt to see a movie, it's up to Tina, Louise and Gene to tell their own story as a distraction from the awkward tension.",https://artworks.thetvdb.com/banners/episodes/194031/6995523.jpg,8ASA15,2022-07-19 12:00:28,TV-14,IMDB:tt9413706
7017137,194031,9,14,164,Every Which Way but Goose,Holly Schlesinger,Kevin Wotton,2019-02-17,22,2019,,"Tina, discouraged by not being asked to prom by Jimmy Jr., forms an unhealthy attachment to a goose from the nearby park. Meanwhile, Linda joins a dating app to help Gretchen find a match.",https://artworks.thetvdb.com/banners/episodes/194031/7017137.jpg,8ASA18,2022-07-19 12:00:28,TV-14,IMDB:tt9413734
7047159,194031,9,15,165,The Fresh Princ-ipal,Greg Thompson,Tyree Dillihay,2019-03-03,22,2019,,"Things get out of hand when Louise wins a contest to be Principal for a Day. Back at the restaurant, Teddy has a unique suggestion to help Bob when he suddenly finds himself unable to flip burgers.",https://artworks.thetvdb.com/banners/episodes/194031/7047159.jpg,8ASA19,2022-07-19 12:00:25,TV-14,IMDB:tt9413736
7047160,194031,9,16,166,Roamin' Bob-iday,Lizzie Molyneux|Wendy Molyneux,Ian Hamilton,2019-03-10,22,2019,,"The family forces workaholic Bob to take a much-needed day off, only for him to wind up working at a local sandwich shop. Meanwhile, Linda and the kids throw a last minute baby shower at the restaurant for a female biker group.",https://artworks.thetvdb.com/banners/episodes/194031/7047160.jpg,8ASA20,2022-07-19 12:00:28,TV-14,IMDB:tt9667904
7074660,194031,9,17,167,What About Blob?,Rich Rinaldi,Chris Song,2019-03-17,21,2019,,Gene convinces Tina and Louise to help him save a misunderstood plankton blob from being destroyed by a yacht club.,https://artworks.thetvdb.com/banners/episodes/194031/7074660.jpg,8ASA21,2022-07-19 12:00:27,TV-14,IMDB:tt9667920
7074664,194031,9,18,168,"If You Love It So Much, Why Don't You Marionette?",Katie Crown,Ryan Mattos,2019-03-24,22,2019,,"On a school field trip, the kids visit a marionette theater, where Louise gets on the owner’s bad side. Bob takes pity on a guy handing out flyers outside the restaurant.",https://artworks.thetvdb.com/banners/episodes/194031/7074664.jpg,8ASA22,2022-07-19 12:00:28,TV-14,IMDB:tt9667930
7086666,194031,9,19,169,"Long Time Listener, First Time Bob",Scott Jacobson,Ian Hamilton,2019-04-07,22,2019,,"The Belchers get in over their heads when they try to help Bob’s personal hero, a renegade radio DJ, make a comeback.",https://artworks.thetvdb.com/banners/episodes/194031/7086666.jpg,8ASA23,2022-07-19 12:00:27,TV-14,IMDB:tt9667942
7120581,194031,9,20,170,The Gene Mile,Steven Davis,Tyree Dillihay,2019-04-28,22,2019,,"When the kids have to run a mandatory mile for school on free-ice-cream-day, they hatch an elaborate plot to sneak away. Bob and Linda frantically try to secure discount tickets to a show at the Wharf Arts Center.",https://artworks.thetvdb.com/banners/episodes/194031/7120581.jpg,8ASA24,2022-07-19 12:00:27,TV-14,IMDB:tt10093054
7129580,194031,9,21,171,P.T.A. It Ain't So,Kelvin Yu,Ian Hamilton,2019-05-05,22,2019,,"Linda attempts to become more involved with the P.T.A.; Bob tries to cheer up a hardware store owner after unknowingly making a joke about his pet parrot that recently flew away.
",https://artworks.thetvdb.com/banners/episodes/194031/7129580.jpg,8ASA25,2022-07-19 12:00:28,TV-14,IMDB:tt10093058
7129581,194031,9,22,172,Yes Without My Zeke,Jon Schroeder,Chris Song,2019-05-12,22,2019,season,"When Zeke gets into trouble, the Belcher kids and Jimmy Jr. try to prevent him from being sent to a disciplinary school; Tina tries to thwart their mission, so she can have Jimmy Jr. to herself; Randy rents out Bob's Burgers to shoot a film.
",https://artworks.thetvdb.com/banners/episodes/194031/7129581.jpg,8ASA26,2022-07-19 12:00:27,TV-14,IMDB:tt10093064
7250152,194031,10,1,173,The Ring (But Not Scary),Lizzie Molyneux|Wendy Molyneux,Mario D'Anna Jr.,2019-09-29,22,2019,,Bob’s plan to surprise Linda for their anniversary gets tricky when the kids become involved.,https://artworks.thetvdb.com/banners/episodes/194031/7250152.jpg,9ASA01,2025-11-02 11:36:03,TV-14,IMDB:tt9771048
7363167,194031,10,2,174,Boys Just Wanna Have Fungus,Dan Fybel,Ryan Mattos,2019-10-06,21,2019,,Bob and Gene try to acquire a rare mushroom for a Burger of the Day. Tina thinks her new prescription glasses have given her a superpower.,https://artworks.thetvdb.com/banners/episodes/194031/7363167.jpg,9ASA02,2023-05-18 19:17:52,TV-14,IMDB:tt10680742
7378238,194031,10,3,175,"Motor, She Boat",Holly Schlesinger,Tom Riggin,2019-10-13,22,2019,,Bob and Tina participate in a father-daughter cardboard boat race. Linda takes Gene and Louise to a fire station open house.,https://artworks.thetvdb.com/banners/episodes/194031/7378238.jpg,9ASA03,2023-05-18 19:18:16,TV-14,IMDB:tt10750116
7378239,194031,10,4,176,Pig Trouble in Little Tina,Nora Smith,Chris Song,2019-10-20,22,2019,,Things get spooky when Tina dissects a fetal pig in science class. Bob and Linda battle a giant ball of earwax.,https://artworks.thetvdb.com/banners/episodes/194031/7378239.jpg,9ASA04,2023-05-18 19:18:55,TV-14,IMDB:tt10750120
7378241,194031,10,5,177,Legends of the Mall,Gregory Thompson,Matthew Long,2019-11-03,22,2019,,"On a Belcher family trip to the mall, Tina is mistaken for a sleeping boy's girlfriend; Gene and Louise are turned loose on motorized animals; Linda disrupts a book reading; Bob struggles to shop for acceptable pants.
",https://artworks.thetvdb.com/banners/episodes/194031/7378241.jpg,9ASA05,2023-05-18 19:19:27,TV-14,IMDB:tt11096572
7378242,194031,10,6,178,The Hawkening: Look Who's Hawking Now!,Rich Rinaldi,Mario D'Anna Jr.,2019-11-10,22,2019,,"Bob and Louise are riding high, hosting an exclusive screening of a Hawk & Chick movie at the restaurant, until the actor who plays Hawk throws a wrench into the works, for his own mysterious reasons.",https://artworks.thetvdb.com/banners/series/194031/episodes/5ebd04559b399.jpg,9ASA06,2023-05-18 19:19:48,TV-14,IMDB:tt10769006
7436208,194031,10,7,179,Land of the Loft,Steven Davis,Tom Riggin,2019-11-17,21,2019,,Bob and Linda attend a loft party on a stormy night while the kids challenge their babysitter and face the storm in an ice cream truck.,https://artworks.thetvdb.com/banners/series/194031/episodes/7436208.jpg,9ASA08,2023-05-18 19:20:09,TV-14,IMDB:tt10779038
7436209,194031,10,8,180,Now We're Not Cooking with Gas,Katie Crown,Ryan Mattos,2019-11-24,22,2019,,"Bob is willing to do whatever it takes to cook a rare, heritage turkey when the gas goes out on Thanksgiving.",https://artworks.thetvdb.com/banners/series/194031/episodes/7436209.jpg,9ASA07,2023-05-18 19:20:45,TV-14,IMDB:tt10779028|Fan Site:https://youtu.be/k3JwfFbk_5s
7456843,194031,10,9,181,All That Gene,Kelvin Yu,Matthew Long,2019-12-01,22,2019,,"Gene auditions for a small role in a local theater production, but things backfire when he discovers that Linda actually bargained with the director to get Gene the part.",https://artworks.thetvdb.com/banners/series/194031/episodes/7456843.jpg,9ASA10,2023-05-18 19:21:10,,IMDB:tt11254406|Fan Site:https://youtu.be/_M0cilNzipg
7463960,194031,10,10,182,Have Yourself a Maily Linda Christmas,Scott Jacobson,Chris Song,2019-12-15,22,2019,midseason,"Linda works a temp job at the post office to make extra money for the holidays. But when an important package goes undelivered, Linda breaks protocol and takes it upon herself to save the day. Meanwhile, Bob and Tina are trapped at home with Linda’s fussy family and Gene and Louise scramble last-minute to find the perfect gift for Tina.",https://artworks.thetvdb.com/banners/series/194031/episodes/7463960.jpg,9ASA09,2023-05-18 19:21:37,,IMDB:tt11282118|Fan Site:https://youtu.be/EP4J2Pv5p0U
7469235,194031,10,11,183,Drumforgiven,Jon Schroeder,Mario D'Anna Jr.,2020-01-12,22,2020,,"Gene gets kicked out of the Ocean Avenue Hifi Emporium, but Louise takes matters into her own hands to defend Gene's honor.",https://artworks.thetvdb.com/banners/series/194031/episodes/7469235.jpg,9ASA11,2023-05-18 19:22:30,,IMDB:tt11282120|Fan Site:https://youtu.be/9-DLFueMKW8
7557507,194031,10,12,184,A Fish Called Tina,Dan Fybel,Ryan Mattos,2020-02-16,22,2020,,Tina tries too hard to be a perfect mentor; Bob and Linda visit the gym next door.,https://artworks.thetvdb.com/banners/series/194031/episodes/62085375.jpg,9ASA12,2023-05-18 19:22:59,,IMDB:tt11282122
7575779,194031,10,13,185,Three Girls and a Little Wharfy,Holly Schlesinger,Tom Riggin,2020-02-23,21,2020,,"In spite of her skepticism, Louise joins the search for a mythic sea monster. Bob takes a famous chef’s online master class.",https://artworks.thetvdb.com/banners/series/194031/episodes/62090155.jpg,9ASA13,2023-05-18 19:23:22,,IMDB:tt11282128
7603673,194031,10,14,186,Wag the Song,Greg Thompson,Chris Song,2020-03-01,22,2020,,Tina competes with Gene and Louise to write a new school song for Wagstaff. Jimmy Pesto’s new steel awning creates a blinding glare for Bob and Linda.,https://artworks.thetvdb.com/banners/series/194031/episodes/62098763.jpg,9ASA14,2023-05-18 19:23:48,,IMDB:tt11282132
7603674,194031,10,15,187,Yurty Rotten Scoundrels,Katie Crown,Tom Riggin,2020-03-08,22,2020,,Linda goes to Gayle’s artists’ workshop in a yurt. Louise and Gene search for a lost cat to collect a cash reward.,https://artworks.thetvdb.com/banners/series/194031/episodes/62103705.jpg,9ASA16,2023-05-18 19:24:08,,IMDB:tt11282144
7603675,194031,10,16,188,Flat-Top o' the Morning to Ya,Rich Rinaldi,Ryan Mattos,2020-03-15,21,2020,,Bob and the kids help a down-on-his-luck restaurant owner while Linda and Teddy celebrate St. Patrick’s Day.,https://artworks.thetvdb.com/banners/series/194031/episodes/62110421.jpg,9ASA15,2023-10-16 20:40:45,,IMDB:tt11282138
7622611,194031,10,17,189,Just the Trip,Lizzie Molyneux|Wendy Molyneux,Chris Song,2020-03-22,22,2020,,The Belchers go on a road trip with Nat the limo driver.,https://artworks.thetvdb.com/banners/series/194031/episodes/5e787da4dcce0.jpg,9ASA17,2023-05-18 19:25:11,,IMDB:tt11282148
7654416,194031,10,18,190,Tappy Tappy Tappy Tap Tap Tap,Jon Schroeder,Ryan Mattos,2020-04-19,22,2020,,Tina suspects sabotage when Josh gets injured on-stage in a tap show.,https://artworks.thetvdb.com/banners/series/194031/episodes/5e9fdf2edfe7c.jpg,9ASA18,2023-05-18 19:25:44,,IMDB:tt11976590
7679369,194031,10,19,191,The Handyman Can,Kelvin Yu,Tom Riggin,2020-04-26,22,2020,,The Belcher kids try to help Teddy when he doubts his abilities as a handyman.,https://artworks.thetvdb.com/banners/series/194031/episodes/5ea63afbdbb1d.jpg,9ASA19,2023-05-18 19:26:29,,IMDB:tt11976610
